,distancia,peso,cod_origem,cod_destino,peso(toneladas),distância(Km)
2249,3817,4.6,RO,BA,4.6,3817
65,3703,0.2,PE,RS,0.2,3703
693,3488,10,SC,CE,10,3488
525,3438,3.8,RN,SC,3.8,3438
526,3438,3.8,RN,SC,3.8,3438
541,3030,5,MA,SP,5,3030
48,3014,0.15,CE,SP,0.15,3014
594,2985,6,SP,RO,6,2985
370,2982,2,SP,PI,2,2982
148,2979,0.52,RO,SP,0.52,2979
2170,2976,100,GO,RN,100,2976
2171,2976,100,GO,RN,100,2976
2172,2976,100,GO,RN,100,2976
2173,2976,100,GO,RN,100,2976
2174,2976,100,GO,RN,100,2976
1061,2971,16,SP,RO,16,2971
52,2949,0.17,MA,SP,0.17,2949
317,2945,1.5,MA,SP,1.5,2945
191,2931,0.8,MA,SP,0.8,2931
1128,2916,19,RN,SP,19,2916
1129,2916,19,RN,SP,19,2916
1130,2916,19,RN,SP,19,2916
1131,2916,19,RN,SP,19,2916
1071,2908,17,CE,SP,17,2908
1072,2908,17,CE,SP,17,2908
1073,2908,17,CE,SP,17,2908
1074,2908,17,CE,SP,17,2908
1075,2908,17,CE,SP,17,2908
1076,2908,17,CE,SP,17,2908
2221,2887,4,CE,SP,4,2887
2222,2887,4,CE,SP,4,2887
2223,2887,4,CE,SP,4,2887
2224,2887,4,CE,SP,4,2887
2207,2865,39,AC,GO,39,2865
100,2862,0.35,PR,PA,0.35,2862
45,2839,0.14,RN,SP,0.14,2839
105,2820,0.39,PA,SP,0.39,2820
106,2820,0.39,PA,SP,0.39,2820
192,2816,0.8,PA,SP,0.8,2816
2240,2803,4.5,SP,PA,4.5,2803
2241,2803,4.5,SP,PA,4.5,2803
149,2802,0.52,PA,SP,0.52,2802
150,2802,0.52,PA,SP,0.52,2802
170,2781,0.62,RO,SP,0.62,2781
132,2773,0.48,PA,SP,0.48,2773
133,2773,0.48,PA,SP,0.48,2773
252,2762,1,RN,SP,1,2762
542,2729,5,PB,SP,5,2729
543,2729,5,PB,SP,5,2729
371,2724,2,BA,SC,2,2724
372,2724,2,BA,SC,2,2724
860,2720,12,PB,SP,12,2720
107,2687,0.39,MA,SP,0.39,2687
108,2687,0.39,MA,SP,0.39,2687
109,2687,0.39,MA,SP,0.39,2687
110,2687,0.39,MA,SP,0.39,2687
694,2651,10,SP,PB,10,2651
695,2651,10,SP,PB,10,2651
990,2634,14,SP,PE,14,2634
991,2634,14,SP,PE,14,2634
129,2627,0.46,PA,SP,0.46,2627
130,2627,0.46,PA,SP,0.46,2627
14,2617,0.07,PE,SP,0.07,2617
15,2617,0.07,PE,SP,0.07,2617
16,2617,0.07,PE,SP,0.07,2617
17,2617,0.07,PE,SP,0.07,2617
1112,2608,18,PE,SP,18,2608
1113,2608,18,PE,SP,18,2608
1114,2608,18,PE,SP,18,2608
1115,2608,18,PE,SP,18,2608
1116,2608,18,PE,SP,18,2608
1117,2608,18,PE,SP,18,2608
1118,2608,18,PE,SP,18,2608
1119,2608,18,PE,SP,18,2608
544,2600,5,PE,SP,5,2600
545,2600,5,PE,SP,5,2600
1046,2592,15,RO,SC,15,2592
1047,2592,15,RO,SC,15,2592
1048,2592,15,RO,SC,15,2592
1049,2592,15,RO,SC,15,2592
1050,2592,15,BA,SP,15,2592
1051,2592,15,BA,SP,15,2592
546,2589,5,SE,PR,5,2589
992,2573,14,PE,SP,14,2573
2175,2569,100,RJ,RN,100,2569
2176,2569,100,RJ,RN,100,2569
2177,2569,100,RJ,RN,100,2569
2178,2569,100,RJ,RN,100,2569
2179,2569,100,RJ,RN,100,2569
915,2558,13,PE,SP,13,2558
547,2527,5,SE,PR,5,2527
2180,2503,100,RJ,RN,100,2503
2181,2503,100,RJ,RN,100,2503
2182,2503,100,RJ,RN,100,2503
2183,2503,100,RJ,RN,100,2503
2184,2503,100,RJ,RN,100,2503
2185,2503,100,RJ,RN,100,2503
2186,2503,100,RJ,RN,100,2503
861,2443,12,MT,PR,12,2443
171,2432,0.64,PA,SP,0.64,2432
459,2432,3,PA,GO,3,2432
460,2432,3,PA,GO,3,2432
2187,2385,100,MG,RN,100,2385
2188,2385,100,MG,RN,100,2385
2189,2385,100,MG,RN,100,2385
2190,2385,100,MG,RN,100,2385
2191,2385,100,MG,RN,100,2385
2,2384,0.054,SP,AL,0.054,2384
3,2384,0.054,SP,AL,0.054,2384
4,2384,0.054,SP,AL,0.054,2384
5,2384,0.054,SP,AL,0.054,2384
66,2383,0.2,AL,SP,0.2,2383
67,2383,0.2,AL,SP,0.2,2383
68,2383,0.2,AL,SP,0.2,2383
440,2348,2.9,PA,SP,2.9,2348
441,2348,2.9,PA,SP,2.9,2348
993,2330,14,RJ,PE,14,2330
994,2330,14,RJ,PE,14,2330
696,2327,10,MA,SP,10,2327
253,2326,1,PA,SP,1,2326
2251,2326,4.8,PA,SP,4.8,2326
995,2323,14,PA,GO,14,2323
996,2317,14,PA,GO,14,2317
7,2312,0.06,MG,CE,0.06,2312
69,2301,0.2,RJ,PE,0.2,2301
2208,2264,39,RO,GO,39,2264
111,2192,0.39,PA,SP,0.39,2192
151,2192,0.535,PA,SP,0.535,2192
152,2192,0.535,PA,SP,0.535,2192
56,2177,0.185,PE,SP,0.185,2177
57,2177,0.185,PE,SP,0.185,2177
58,2177,0.185,PE,SP,0.185,2177
88,2166,0.3,PR,BA,0.3,2166
1065,2121,16.2,TO,SP,16.2,2121
208,2083,0.82,PA,SP,0.82,2083
112,2075,0.39,BA,SP,0.39,2075
862,2066,12,MA,MT,12,2066
863,2066,12,MA,MT,12,2066
697,1956,10,BA,SP,10,1956
737,1955,11,BA,SP,11,1955
738,1955,11,BA,SP,11,1955
739,1955,11,BA,SP,11,1955
740,1955,11,BA,SP,11,1955
70,1936,0.2,BA,SP,0.2,1936
78,1936,0.25,SP,MT,0.25,1936
373,1936,2,BA,SP,2,1936
374,1936,2,BA,SP,2,1936
375,1936,2,BA,SP,2,1936
376,1936,2,BA,SP,2,1936
377,1936,2,BA,SP,2,1936
461,1936,3,BA,SP,3,1936
558,1934,5.5,BA,SP,5.5,1934
559,1934,5.5,BA,SP,5.5,1934
18,1933,0.07,MT,SP,0.07,1933
346,1926,1.6,BA,SP,1.6,1926
155,1924,0.56,BA,SP,0.56,1924
156,1924,0.56,BA,SP,0.56,1924
157,1924,0.56,BA,SP,0.56,1924
158,1924,0.56,BA,SP,0.56,1924
2242,1924,4.5,MT,SP,4.5,1924
2243,1924,4.5,MT,SP,4.5,1924
2244,1924,4.5,MT,SP,4.5,1924
2245,1924,4.5,MT,SP,4.5,1924
2246,1924,4.5,MT,SP,4.5,1924
2247,1924,4.5,MT,SP,4.5,1924
178,1915,0.7,BA,SP,0.7,1915
179,1915,0.7,BA,SP,0.7,1915
180,1915,0.7,BA,SP,0.7,1915
318,1872,1.5,BA,SP,1.5,1872
595,1829,6,MS,RJ,6,1829
596,1829,6,MS,RJ,6,1829
2225,1815,4,SP,BA,4,1815
89,1801,0.3,AL,MG,0.3,1801
90,1801,0.3,AL,MG,0.3,1801
91,1801,0.3,AL,MG,0.3,1801
92,1801,0.3,AL,MG,0.3,1801
93,1801,0.3,AL,MG,0.3,1801
1052,1799,15,BA,SP,15,1799
378,1786,2.3,MT,PR,2.3,1786
379,1786,2.3,MT,PR,2.3,1786
1132,1760,19,PE,SP,19,1760
741,1759,11,MT,SP,11,1759
131,1737,0.46,TO,SP,0.46,1737
1062,1724,16,TO,SP,16,1724
269,1675,1.4,TO,SP,1.4,1675
270,1675,1.4,TO,SP,1.4,1675
271,1675,1.4,TO,SP,1.4,1675
272,1675,1.4,TO,SP,1.4,1675
609,1663,6.5,BA,SP,6.5,1663
610,1663,6.5,BA,SP,6.5,1663
611,1663,6.5,BA,SP,6.5,1663
612,1663,6.5,BA,SP,6.5,1663
597,1658,6,GO,SC,6,1658
997,1591,14,MA,PE,14,1591
2192,1541,100,MA,RN,100,1541
2193,1541,100,MA,RN,100,1541
2194,1541,100,MA,RN,100,1541
864,1533,12,MT,SP,12,1533
166,1522,0.6,BA,SP,0.6,1522
167,1522,0.6,BA,SP,0.6,1522
523,1491,3.6,PR,ES,3.6,1491
931,1485,13.9,SC,SP,13.9,1485
147,1460,0.51,RS,SP,0.51,1460
865,1460,12,MS,RJ,12,1460
650,1445,7.6,MT,SP,7.6,1445
866,1434,12,BA,SP,12,1434
867,1434,12,BA,SP,12,1434
884,1396,12.3,PR,SP,12.3,1396
885,1396,12.3,PR,SP,12.3,1396
886,1396,12.3,PR,SP,12.3,1396
193,1395,0.8,PA,DF,0.8,1395
194,1395,0.8,PA,DF,0.8,1395
195,1395,0.8,PA,DF,0.8,1395
196,1395,0.8,PA,DF,0.8,1395
197,1395,0.8,PA,DF,0.8,1395
259,1395,1.2,RJ,BA,1.2,1395
1053,1379,15,ES,PR,15,1379
55,1368,0.18,RS,SP,0.18,1368
467,1367,3.3,SE,ES,3.3,1367
1063,1363,16,GO,ES,16,1363
2248,1354,4.5,BA,SP,4.5,1354
19,1318,0.071,MT,SP,0.071,1318
20,1318,0.071,MT,SP,0.071,1318
698,1292,10,RS,SP,10,1292
560,1287,5.5,RS,SP,5.5,1287
1064,1261,16,ES,PR,16,1261
1054,1253,15,ES,PR,15,1253
319,1249,1.5,BA,SP,1.5,1249
1055,1242,15,MA,TO,15,1242
868,1218,12,BA,MG,12,1218
2250,1213,4.6,ES,SP,4.6,1213
320,1211,1.5,MS,SC,1.5,1211
699,1171,10,RS,MG,10,1171
700,1171,10,RS,MG,10,1171
701,1171,10,RS,MG,10,1171
702,1171,10,RS,MG,10,1171
703,1171,10,RS,MG,10,1171
704,1171,10,RS,MG,10,1171
705,1171,10,RS,MG,10,1171
706,1171,10,RS,MG,10,1171
2226,1171,4,DF,SP,4,1171
2196,1170,100,MS,MT,100,1170
102,1161,0.375,SP,MG,0.375,1161
103,1161,0.375,SP,MG,0.375,1161
123,1160,0.42,MS,SP,0.42,1160
124,1160,0.42,MS,SP,0.42,1160
125,1160,0.42,MS,SP,0.42,1160
126,1160,0.42,MS,SP,0.42,1160
869,1159,12,GO,PR,12,1159
198,1154,0.8,SP,RS,0.8,1154
199,1154,0.8,SP,RS,0.8,1154
101,1153,0.35,SP,RS,0.35,1153
598,1149,6,SC,MG,6,1149
634,1148,7,DF,RJ,7,1148
635,1148,7,DF,RJ,7,1148
707,1145,10,RS,SP,10,1145
1133,1145,19,RS,SP,19,1145
599,1135,6,BA,ES,6,1135
932,1135,13.9,RS,SP,13.9,1135
2200,1133,24.3,RS,SP,24.3,1133
2201,1133,24.3,RS,SP,24.3,1133
916,1127,13,GO,PR,13,1127
917,1127,13,GO,PR,13,1127
42,1123,0.13,RS,SP,0.13,1123
43,1123,0.13,RS,SP,0.13,1123
44,1123,0.13,RS,SP,0.13,1123
94,1114,0.3,SP,RS,0.3,1114
95,1114,0.3,SP,RS,0.3,1114
96,1114,0.3,SP,RS,0.3,1114
708,1106,10,GO,SP,10,1106
1012,1103,14.8,SC,SP,14.8,1103
709,1098,10,ES,SP,10,1098
710,1098,10,ES,SP,10,1098
711,1098,10,ES,SP,10,1098
712,1098,10,ES,SP,10,1098
870,1095,12,ES,SP,12,1095
998,1095,14,BA,PE,14,1095
1120,1074,18,ES,SP,18,1074
713,1073,10,DF,SP,10,1073
714,1073,10,DF,SP,10,1073
871,1071,12,RS,PR,12,1071
600,1070,6,MG,ES,6,1070
2227,1068,4,SP,RS,4,1068
601,1066,6,RS,SP,6,1066
49,1065,0.15,PR,SP,0.15,1065
548,1051,5,SP,RS,5,1051
549,1051,5,SP,RS,5,1051
550,1051,5,SP,RS,5,1051
1006,1047,14.2,PR,SP,14.2,1047
321,1044,1.5,GO,SP,1.5,1044
322,1044,1.5,GO,SP,1.5,1044
323,1044,1.5,GO,SP,1.5,1044
324,1044,1.5,GO,SP,1.5,1044
432,1042,2.7,GO,SP,2.7,1042
887,1041,12.3,SC,SP,12.3,1041
872,1037,12,MG,PR,12,1037
918,1035,13,MG,SP,13,1035
561,1022,5.5,PR,SP,5.5,1022
266,1016,1.3,MG,SP,1.3,1016
267,1016,1.3,MG,SP,1.3,1016
268,1016,1.3,MG,SP,1.3,1016
1077,1014,17,DF,SP,17,1014
1078,1014,17,DF,SP,17,1014
1079,1014,17,DF,SP,17,1014
72,1011,0.22,RS,SP,0.22,1011
999,1011,14,DF,SP,14,1011
1000,1011,14,DF,SP,14,1011
50,1010,0.16,MG,SP,0.16,1010
122,1010,0.4,SP,DF,0.4,1010
8,1009,0.064,DF,SP,0.064,1009
1121,1009,18,DF,SP,18,1009
1122,1009,18,DF,SP,18,1009
1123,1009,18,PE,BA,18,1009
38,1002,0.1,DF,SP,0.1,1002
715,1002,10,DF,SP,10,1002
1001,998,14.1,SC,SP,14.1,998
1678,998,30,RJ,PR,30,998
2228,996,4.3,MS,SP,4.3,996
2229,996,4.3,MS,SP,4.3,996
2230,996,4.3,MS,SP,4.3,996
1135,979,20,MS,SP,20,979
1679,977,30,RJ,PR,30,977
1136,976,20,SP,MG,20,976
619,974,7,ES,SP,7,974
1627,970,27,MG,PR,27,970
1628,970,27,MG,PR,27,970
1137,969,20,SC,RJ,20,969
1138,968,20,PR,SP,20,968
442,966,3,RS,SP,3,966
1139,966,20,DF,SP,20,966
933,962,14,MG,PR,14,962
934,961,14,RS,PR,14,961
935,959,14,RS,PR,14,959
1434,954,25,ES,SP,25,954
1435,954,25,ES,SP,25,954
1436,954,25,ES,SP,25,954
1872,954,31,ES,SP,31,954
754,953,12,GO,PR,12,953
926,953,13.4,SC,SP,13.4,953
219,950,1,SP,RS,1,950
185,948,0.8,MG,SP,0.8,948
186,948,0.8,MG,SP,0.8,948
187,948,0.8,MG,SP,0.8,948
188,948,0.8,MG,SP,0.8,948
1964,948,37,MS,SP,37,948
922,944,13.2,PR,SP,13.2,944
1680,943,30,RJ,PR,30,943
260,940,1.3,DF,SP,1.3,940
755,934,12,PR,SP,12,934
756,934,12,PR,SP,12,934
1140,928,20,MS,SP,20,928
936,927,14,SC,SP,14,927
174,926,0.7,GO,SP,0.7,926
175,926,0.7,GO,SP,0.7,926
562,926,5.9,GO,SP,5.9,926
273,925,1.5,SP,GO,1.5,925
274,925,1.5,SP,GO,1.5,925
528,921,5,MS,SP,5,921
620,919,7,SC,SP,7,919
757,916,12,BA,CE,12,916
1141,915,20,DF,SP,20,915
655,906,10,SP,GO,10,906
1013,906,15,ES,SP,15,906
1014,906,15,ES,SP,15,906
1681,906,30,MG,PR,30,906
758,905,12,GO,SP,12,905
40,904,0.123,GO,SP,0.123,904
360,903,2,SP,MG,2,903
1015,901,15,MG,PR,15,901
1142,899,20,ES,SP,20,899
1143,899,20,ES,SP,20,899
759,896,12,SC,SP,12,896
760,896,12,SC,SP,12,896
1144,896,20,PR,SP,20,896
1145,896,20,PR,SP,20,896
621,895,7,GO,SP,7,895
656,895,10,GO,MS,10,895
1146,895,20,DF,SP,20,895
381,892,2.5,ES,SP,2.5,892
1147,892,20,ES,SP,20,892
1878,892,32,DF,SP,32,892
1879,892,32,DF,SP,32,892
1880,892,32,DF,SP,32,892
1682,891,30,DF,SP,30,891
1683,891,30,DF,SP,30,891
1684,891,30,DF,SP,30,891
220,890,1,BA,DF,1,890
221,890,1,BA,DF,1,890
222,890,1,BA,DF,1,890
223,890,1,BA,DF,1,890
761,890,12,RS,SP,12,890
1685,890,30,DF,SP,30,890
1686,890,30,DF,SP,30,890
1687,890,30,DF,SP,30,890
1688,890,30,DF,SP,30,890
1689,890,30,DF,SP,30,890
1016,888,15,MA,CE,15,888
923,886,13.3,SC,SP,13.3,886
325,885,1.6,SP,SC,1.6,885
1690,883,30,RJ,PR,30,883
1148,881,20,MG,RJ,20,881
1149,880,20,MS,SP,20,880
1150,873,20,SP,SP,20,873
563,870,6,ES,SP,6,870
84,859,0.3,SP,GO,0.3,859
2209,855,4,SP,SC,4,855
1691,853,30,RJ,PR,30,853
1692,853,30,RJ,PR,30,853
1151,852,20,MS,MG,20,852
1152,851,20,GO,SP,20,851
2010,848,50,MT,GO,50,848
2011,848,50,MT,GO,50,848
2012,848,50,MT,GO,50,848
937,843,14,PR,SP,14,843
1329,839,22,SP,ES,22,839
99,837,0.335,MG,SP,0.335,837
1693,835,30,RJ,PR,30,835
883,834,12.2,SC,SP,12.2,834
1153,832,20,RJ,PR,20,832
1694,832,30,RJ,SP,30,832
1695,832,30,RJ,SP,30,832
1696,832,30,RJ,SP,30,832
1697,832,30,RJ,SP,30,832
1067,831,16.6,MG,SP,16.6,831
1057,828,16,RJ,PR,16,828
1154,821,20,GO,MG,20,821
2128,820,100,SE,RN,100,820
2129,820,100,SE,RN,100,820
2130,820,100,SE,RN,100,820
2131,820,100,SE,RN,100,820
2132,820,100,SE,RN,100,820
2133,820,100,SE,RN,100,820
1698,819,30,RJ,PR,30,819
1699,810,30,RJ,PR,30,810
1155,808,20,SP,ES,20,808
1308,808,21,CE,PE,21,808
1700,806,30,RJ,PR,30,806
1156,804,20,PE,CE,20,804
1701,799,30,RJ,PR,30,799
762,793,12,SP,PR,12,793
763,793,12,SP,PR,12,793
764,793,12,SP,PR,12,793
254,791,1.2,MG,MG,1.2,791
873,791,12.1,SC,SP,12.1,791
874,791,12.1,SC,SP,12.1,791
875,791,12.1,SC,SP,12.1,791
876,791,12.1,SC,SP,12.1,791
1157,791,20,GO,SP,20,791
529,788,5,PE,BA,5,788
1702,786,30,PR,SP,30,786
1703,786,30,PR,SP,30,786
1915,786,32.1,PR,SP,32.1,786
1920,786,32.5,PR,SP,32.5,786
1158,783,20,CE,PE,20,783
564,782,6,MG,SP,6,782
1437,782,25,SP,SC,25,782
2210,782,4,SP,SC,4,782
1159,781,20,MG,SP,20,781
765,779,12,SC,SP,12,779
766,779,12,SC,SP,12,779
728,773,10.5,MS,SP,10.5,773
729,773,10.5,MS,SP,10.5,773
1160,773,20,GO,SP,20,773
767,772,12,SC,SP,12,772
1397,769,23.7,BA,PE,23.7,769
938,767,14,MS,MG,14,767
768,764,12,MG,SP,12,764
769,764,12,MG,SP,12,764
1355,764,23,MG,SP,23,764
1017,759,15,ES,SP,15,759
939,758,14,SP,PR,14,758
940,758,14,SP,PR,14,758
941,758,14,SP,PR,14,758
942,758,14,SP,PR,14,758
224,757,1,BA,PE,1,757
1088,757,18,SC,SP,18,757
622,751,7,MS,PR,7,751
1881,749,32,SP,ES,32,749
1882,749,32,SP,ES,32,749
1883,749,32,SP,ES,32,749
1884,749,32,SP,ES,32,749
770,745,12,PE,BA,12,745
1007,745,14.5,RS,PR,14.5,745
1008,745,14.5,RS,PR,14.5,745
1009,745,14.5,RS,PR,14.5,745
1010,745,14.5,RS,PR,14.5,745
1629,745,27,SP,SC,27,745
1630,745,27,SP,SC,27,745
1631,745,27,SP,SC,27,745
1632,745,27,SP,SC,27,745
1633,745,27,SP,SC,27,745
1634,745,27,SP,SC,27,745
1635,745,27,SP,SC,27,745
1636,745,27,SP,SC,27,745
1637,745,27,SP,SC,27,745
1638,745,27,SP,SC,27,745
1639,745,27,SP,SC,27,745
1640,745,27,SP,SC,27,745
1641,745,27,SP,SC,27,745
1873,745,31,RS,PR,31,745
1874,745,31,RS,PR,31,745
1875,745,31,RS,PR,31,745
1876,745,31,RS,PR,31,745
530,740,5,MG,SP,5,740
25,738,0.1,MG,GO,0.1,738
26,738,0.1,MG,GO,0.1,738
27,738,0.1,MG,GO,0.1,738
1704,738,30,SP,PR,30,738
771,732,12,MS,PR,12,732
772,732,12,MS,PR,12,732
773,732,12,MS,PR,12,732
774,732,12,MS,PR,12,732
46,731,0.15,RJ,SP,0.15,731
47,731,0.15,RJ,SP,0.15,731
1161,731,20,RJ,SP,20,731
1018,729,15,RJ,SP,15,729
21,727,0.085,MG,SP,0.085,727
1438,727,25,PR,MG,25,727
1439,727,25,PR,MG,25,727
1705,727,30,RS,PR,30,727
209,725,0.898,MG,SP,0.898,725
210,725,0.898,MG,SP,0.898,725
211,725,0.898,MG,SP,0.898,725
212,725,0.898,MG,SP,0.898,725
1940,718,35,PR,SP,35,718
1440,715,25,SP,RJ,25,715
1441,715,25,SP,RJ,25,715
1442,715,25,SP,RJ,25,715
1443,715,25,SP,RJ,25,715
1673,715,29,SP,RJ,29,715
1706,715,30,SP,RJ,30,715
1707,715,30,SP,RJ,30,715
1708,715,30,SP,RJ,30,715
1709,715,30,SP,RJ,30,715
472,711,3.5,GO,SP,3.5,711
1162,711,20,GO,SP,20,711
1444,711,25,BA,BA,25,711
1445,711,25,BA,BA,25,711
1446,711,25,BA,BA,25,711
1447,711,25,BA,BA,25,711
1448,711,25,BA,BA,25,711
97,710,0.31,ES,SP,0.31,710
2013,710,50,CE,PE,50,710
775,709,12,PR,SP,12,709
1885,709,32,CE,PE,32,709
1921,708,33,MG,MG,33,708
